Date,Color,Breed,Sex,State,Name,DateCreated
2014-09-02,Black,DSH,F,Lost,bramble,2014-09-02
2014-09-02,Golden,Golden Retriever,F/S,Matched,Butterscotch,2014-09-02
2014-09-02,White,Shih Tzu,M,Lost,Milo,2014-09-02
2014-09-03,dark stripes,Tabby,,Lost,,2014-09-03
2014-09-03,Golden,Germ. Shepherd,F,Matched,Keira,2014-09-03
2014-09-03,Tan,Tabby,M,Lost,Steve,2014-09-03
2014-09-04,Brown,Pit Bull,F,Lost,Stevie,2014-09-04
2014-09-04,Black,DSH black,M,Lost,Sparky,2014-09-04
2014-09-04,Golden,Pit X,M,Lost,Louie,2014-09-04
2014-09-05,Brown,Pit X,F,Lost,Sadie,2014-09-05
2014-09-05,White,Poodle X,F,Matched,Jessie?,2014-09-05
2014-09-05,Black,Foxhound,M/N,Lost,Fergus,2014-09-05
2014-09-07,White,Poodle X,F,Lost,Bella,2014-09-07
2014-09-08,Cream,Shiba Inu,M,Lost,Ted,2014-09-08
2014-09-08,Black,tabby,M,Lost,Starsky,2014-09-08
2014-09-08,Black,Toy Poodle,M,Lost,,2014-09-08
2014-09-09,Tan,Pit Bull,M,Matched,Gucci,2014-09-09
2014-09-09,Tan,Manchester Terrier,M,Lost,Eros,2014-09-09
2014-09-10,Black,Beagle,M,Lost,"Bentley, licensed dog",2014-09-10
2014-09-05,Apricot,Marmalade & white cat,M/N,Lost,Diesel,2014-09-10
2014-09-11,Tan,Amer. Pit Bull,M,Lost,Chaos,2014-09-11
2014-09-11,Black,Pug X,F,Matched,pepper,2014-09-11
2014-09-12,Red,Chihuahua,F/S,Lost,Kiedis,2014-09-12
2014-09-11,Brown,Germ. Shepherd,F,Matched,Sasha,2014-09-12
2014-09-12,Red,Staffordshire Bull Terrier,M/N,Lost,Bandit,2014-09-12
2014-09-13,White,Poodle X,M,Matched,Tang Tang,2014-09-13
2014-09-11,Apricot,Orange cat,M,Lost,Oliver,2014-09-13
2014-09-13,White,Shih Tzu,M,Lost,Spencer,2014-09-13
2014-09-14,Black,Puli,M,Matched,Duda,2014-09-14
2014-09-15,Golden,Golden Retriever,M,Lost,Sherman,2014-09-15
2014-09-15,Tan,Amer. Staffordshire,M/N,Lost,Gus,2014-09-15
2014-09-15,Wheaton,Chihuahua,F,Matched,Princess,2014-09-15
2014-09-15,,Parakeet,M,Lost,Phoenix,2014-09-15
2014-09-16,Cream,Wheaten Terrier,F/S,Lost,Crosby,2014-09-16
2014-09-16,Black,DSH,F,Lost,Georgina,2014-09-16
2014-09-16,Tan,Chihuahua,F,Lost,Missy,2014-09-16
2014-09-16,Grey,Cairn Terrier,F,Lost,Coco,2014-09-16
2014-09-17,White,Shih Tzu,M,Lost,Frank,2014-09-17
2014-09-17,Grey,Cocker Spaniel,F,Lost,Tegan,2014-09-17
2014-09-18,White,White cat,F/S,Lost,Yetta,2014-09-18
2014-09-18,Grey,cockatiel,M,Lost,Max,2014-09-18
2014-09-18,Black,.Unknown Breed Mix,F,Matched,Stella,2014-09-18
2014-09-19,Grey,Chihuahua,M,Lost,Smokey,2014-09-19
2014-09-19,White,Shih Tzu,M,Matched,Spencer,2014-09-19
2014-09-19,White,Siamese,,Lost,Cozmo,2014-09-19
2014-09-20,Black,Pointer,F,Lost,Lily,2014-09-20
2014-09-20,Brown,Himlayan cat,M,Lost,Cappie,2014-09-20
2014-09-20,Black,Shepherd,F,Lost,Skeeter,2014-09-20
2014-09-21,White,DSH,F,Lost,lulu,2014-09-21
2014-09-22,Brown,Germ. S/Haired Pointer,F,Lost,Daisy,2014-09-22
2014-09-23,Black,DSH,F/S,Lost,Tuppence,2014-09-23
2014-09-24,Brown,Husky,M,Matched,Joey,2014-09-24
2014-09-24,Tan,Lab X,F/S,Matched,Lemon,2014-09-24
2014-09-24,Grey,Tabby cat,F,Lost,Petey,2014-09-24
2014-09-24,,,,,,2014-09-24
2014-09-24,White,Havanese,F,Lost,Roxy and Brandy,2014-09-24
2014-09-25,Black,DSH,M/N,Lost,Black Sabbath,2014-09-25
2014-09-25,White,Husky,,Lost,Bobby,2014-09-25
2014-09-25,White,Husky X,M,Lost,"Chase, has a Delta dog license",2014-09-25
2014-09-25,Brown,Labrador,M,Lost,Havoc,2014-09-25
2014-09-25,Brown,Greyhound,M,Lost,Jackson,2014-09-25
2014-09-26,Grey,Miniature Schnauzer,M/N,Lost,Herbie,2014-09-26
2014-09-26,Red,Shiba Inu,M,Lost,Ichiro,2014-09-26
2014-09-26,Brown,Chihuahua,F/S,Matched,Stella,2014-09-26
2014-09-26,Wheaton,Chihuahua,,Lost,,2014-09-26
2014-09-27,Brown,Chihuahua,F,Lost,Zaya or Zea,2014-09-27
2014-09-28,White,Labrador,M,Lost,Jase,2014-09-28
2014-09-29,Black,Labrador,F,Lost,Mazie,2014-09-29
2014-09-29,Grey,Border Collie,,Lost,Misty,2014-09-29
2014-09-29,Tan,Pit Bull,F,Matched,Gigi,2014-09-29
2014-09-29,Grey,Coonhound,F,Lost,Copee,2014-09-29
2009-06-28,Black & Brown,Rottweiler,F,Found,tanner Santana,2005-06-21
1999-01-03,Black & Tan,Rotty X Shep,M/N,Lost,Tex,2005-06-21
1999-01-04,Black & Tan,Shep X,F,Found,,2005-06-21
1999-01-04,Light Colour,Dog,M/N,Found,,2005-06-21
1999-01-04,Black & Tan,Shep X Collie,F,Lost,Angel,2005-06-21
1999-01-04,Black & Tan,Shepherd,M/N,Lost,Robi,2005-06-21
1999-01-04,Black & Tan,Golden Lab X,M,Lost,Oscar,2005-06-21
1999-01-05,White,Min Toy Poodle,M,Found,,2005-06-21
1999-01-05,Black & White,Border Collie,F/S,Lost,Murphy,2005-06-21
1999-01-06,Black & Tan,Shepherd,M/N,Lost,Chance,2005-06-21
1999-01-09,Red,Pitbull,F/S,Found,,2005-06-21
1999-01-09,Black,Lab X,M/N,Found,,2005-06-21
1999-01-10,Black,Lab,M/N,Lost,,2005-06-21
1999-01-12,Cream,Pomeranian X,M/N,Found,,2005-06-21
1999-01-12,Golden,Rott X Chow,F/S,Lost,Megorah,2005-06-21
1999-01-12,White,Husky X,M,Found,,2005-06-21
1999-01-13,Off White,Pomeranian X,F/S,Found,,2005-06-21
1999-01-13,Black & White,Malamute X Husky X Shep,F,Lost,Tasha,2005-06-21
1999-01-14,White,Pekingese,M/N,Lost,Monty,2005-06-21
1999-01-14,Black & White,Staff Terrier,M/N,Lost,Woody,2005-06-21
1999-01-14,Black & Tan,Rottweiler,M/N,Lost,Teddy,2005-06-21
1999-01-13,Black & White & Brindle,Pitbull X,M/N,Lost,Taz,2005-06-21
1999-01-08,Black & White,Springer Spaniel,M/N,Lost,Murphy,2005-06-21
1999-01-18,Red,Retriever X Lab,F/S,Matched,Barley,2005-06-21
1999-01-19,Chocolate,Pitbull X Shep,F,Lost,Drakko,2005-06-21
1999-01-19,Black & Red & Tan,Collie X Shep,M/N,Found,,2005-06-21
1999-01-20,Black,Flat-Coat Retriever,M/N,Matched,Dingo,2005-06-21
1999-01-20,Black,Lab,F,Lost,Shona,2005-06-21
1999-01-20,Black,Lab,M,Lost,Panther,2005-06-21
1999-01-21,Black,Shar-Pei,M,Lost,Kobe,2005-06-21
1999-01-21,Tan,Coyote,M,Matched,Wild-E-Coyote,2005-06-21
1999-01-21,White,Lhasa Apso,M/N,Lost,Happy,2005-06-21
1999-01-22,Black & Brown,Border Collie X,F/S,Found,,2005-06-21
1999-01-22,Sable & White,Shetland Sheepdog,M/N,Lost,Jeremy,2005-06-21
1999-01-22,White,Maltese,M/N,Lost,Happy,2005-06-21
1999-01-25,Black & White,Shih Tsu,M,Lost,Toby,2005-06-21
1999-01-26,Fawn,Am Staff,F/S,Lost,Hazelnut,2005-06-21
1999-01-26,Black,Akita X Shep X Chow,M/N,Matched,Chester,2005-06-21
1999-01-26,Gold,Australian X Dingo,M/N,Lost,Budd,2005-06-21
1999-01-26,Black,Pointer X Lab,M/N,Lost,Oscar,2005-06-21
1999-01-26,Black,Lab  X,F/S,Lost,Sabrina,2005-06-21
1999-01-26,Black & Tan Curly Fur,Airedale,F/S,Lost,Molly,2005-06-21
1999-01-27,Tan,Shep X Husky,F/S,Lost,,2005-06-21
1999-01-27,Multi Brwn color,Husky X Lab,F/S,Lost,Montanna,2005-06-21
1999-01-28,Grey & Black & Tan,German Shepherd,F,Lost,Jaffy,2005-06-21
1999-01-28,Tan & Cinnamon,Lab X Chow,M,Lost,Tyree,2005-06-21
1999-01-28,Brown & White,Pointer X Spaniel,F/S,Lost,Kyha,2005-06-21
1999-01-29,Black & White,Border Collie X,F/S,Lost,Sophie,2005-06-21
1999-01-29,Brown,Chocolate Lab,F,Lost,Mocha,2005-06-21
1999-01-29,Amber,Chow X Lab,M,Lost,Tyrre,2005-06-21
1999-02-02,Black & Grey,long fluffy fur,M,Found,,2005-06-21
1999-02-02,Pale Blonde,Lab X,M/N,Matched,,2005-06-21
1999-02-02,Tan & white,Staffordshire Terrier,F/S,Lost,Roxy,2005-06-21
1999-02-02,Black & Brown,Yorkshire Terrier,M,Matched,,2005-06-21
1999-02-02,Brown & White,Springer Spaniel,F/S,Matched,Nica,2005-06-21
1999-02-02,Black & Tan,Chow X Husky,M,Lost,Dog,2005-06-21
1999-02-03,Black & Silver & Brown,Silky Terrier (?),F/S,Matched,,2005-06-21
1999-02-03,Red & Silver,Yorkshire Terrier,M,Matched,Bobby,2005-06-21
1999-02-04,Brown & White,Husky X,F/S,Lost,Bandit,2005-06-21
1999-02-04,Black &  White & Brown,Basset Hound,M/N,Lost,Bruno,2005-06-21
1999-02-04,Brown,Lab X Viszla,F/S,Lost,Angel,2005-06-21
1999-02-04,Brown & White,GSH Pointer,M,Lost,Fueller,2005-06-21
1999-02-05,Black & Tan,Collie X Shep,F/S,Found,,2005-06-21
1999-02-04,Beige,Terr X,M/N,Lost,Benji,2005-06-21
1999-02-05,White & Brown,Jack Russell,F/S,Lost,Tobie,2005-06-21
1999-02-05,Black & White,Shih Tsu,F,Found,,2005-06-21
1999-02-05,Black & Brown,Coll X Shep X Elk,M/N,Lost,Bear,2005-06-21
1999-02-04,Black & White,Shih Tzu,F/S,Matched,Sweetie,2005-06-21
1999-02-06,Grey & White,Husky,M,Lost,Teak,2005-06-21
1999-02-06,Black,Lab,M,Matched,Benson,2005-06-21
1999-02-07,Black & Tan,Rottweiler,F/S,Lost,Chubbs,2005-06-21
1999-02-07,Black & White,Lab  X,F/S,Lost,Spanky,2005-06-21
1999-02-08,Brown & Tan,Greyhound,F/S,Found,John,2005-06-21
1999-02-08,Brown & White,GSH Pointer,M,Lost,Czar,2005-06-21
1999-02-08,Black & Tan,Shep X,M,Lost,Banjo,2005-06-21
1999-02-08,Grey,Poodle,M/N,Lost,Karam,2005-06-21
1999-02-08,Black & Tan,Rottweiller puppy,M,Lost,,2005-06-21
1999-02-09,Black & Tan & White,Shepherd X,F/S,Lost,Shamba,2005-06-21
1999-02-09,Black & Tan,Shepherd X,M,Found,,2005-06-21
1999-02-09,Black & Tan,Shep. /aaprox. 6 months old,M,Found,,2005-06-21
1999-02-09,Blonde,Cocker Spaniel,M/N,Lost,Gus,2005-06-21
1999-02-09,Black & Tan,Shep X,F/S,Lost,Timone,2005-06-21
1999-02-10,Grey & White,Tabby Cat,M/N,Found,,2005-06-21
1999-02-10,Blonde & White,Staffforshire Terrier,M,Lost,Taz,2005-06-21
1999-02-10,Yellow,Lab,F/S,Lost,Keylee,2005-06-21
1999-02-11,Apricot,Toy Poodle,F,Matched,,2005-06-21
1999-02-11,Brown & White,Setter X,M,Found,,2005-06-21
1999-02-10,White & Tan,Shep X Lab,F/S,Matched,Paka,2005-06-21
1999-02-11,White,Husky X,F,Matched,,2005-06-21
1999-02-08,Tan & White,Staff Terrier,M,Lost,Taz,2005-06-21
1999-02-12,Black & Tan,Rott X   (pup),F,Found,,2005-06-21
1999-02-12,Black & Tan,Bloodhound  X Shep,M,Lost,Diamond,2005-06-21
1999-02-13,Golden,Lab X,M/N,Lost,Browse,2005-06-21
1999-02-12,Tan & Black,Heeler X Shep,F/S,Lost,Georgia,2005-06-21
1999-02-13,Brown & Tan,Shep X Husky,M/N,Lost,Homer,2005-06-21
1999-02-13,Red,Setters (2),M,Found,,2005-06-21
1999-02-13,Black & Tan,Shep  (dog loose in area),F/S,Found,,2005-06-21
1999-03-20,Multi Grey,Norweigan Elkhound,F,Lost,Tessa,2005-06-21
1999-02-13,Red,Lab X Visla,F/S,Lost,Angel,2005-06-21
1999-02-14,Light Brown,Lab X,F/S,Lost,Boots,2005-06-21
1999-02-14,Black,Lab,M,Found,,2005-06-21
1999-02-14,White & Grey,Lhasa Apso,F/S,Lost,Velvet,2005-06-21
1999-02-14,Blonde,Samoyed,F/S,Found,,2005-06-21
1999-02-15,White &  Gold,Collie X,F/S,Lost,Tochi,2005-06-21
1999-02-16,Tan &  White &  Black,Lhasa Apso,M/N,Matched,Buddy,2005-06-21
1999-02-16,Grey & Auburn,Mala X Husky,M,Found,,2005-06-21
1999-02-16,Brown & Red,Lab X Setter,F/S,Lost,Angie,2005-06-21
1999-02-17,Beige,Terrier X  (Reunited),M/N,Lost,Buddy,2005-06-21
1999-02-17,Tan,Shep X Husky,F/S,Lost,Sheba,2005-06-21
1999-02-17,Black,Labrador,M,Found,,2005-06-21
1999-02-17,Black & Grey,Akita X Malamute,M,Lost,Niko,2005-06-21
1999-02-18,Black,Terrier X,M,Matched,Buddy,2005-06-21
1999-02-18,Black & White,Staffordshire Terrier,M/N,Lost,Woody,2005-06-21
1999-02-18,Black &  Tan,Rottweiler,M/N,Lost,Teddy,2005-06-21
1999-02-19,Black,Pit X Lab,F,Lost,Rosie,2005-06-21
1999-02-19,Golden & Grey on Back Haunches,Golden Retriever,M/N,Lost,Charlie,2005-06-21
1999-02-19,Beige,Spaniel  X,M/N,Matched,,2005-06-21
1999-02-19,Blue Merle,Blue Heeler X,F/S,Lost,Kita,2005-06-21
1999-02-19,Beige,Sheepdog X?,M,Found,,2005-06-21
1999-02-20,Tan,Lab X,M,Found,,2005-06-21
1999-02-21,Black & Brown & White,Collie X Elk X Shep,M,Lost,Bear,2005-06-21
1999-02-21,Orange,Pomeranian,F,Found,,2005-06-21
1999-02-22,Orange & Black,Shep X,F/S,Lost,Lupa,2005-06-21
1999-02-22,Black,Lab,M/N,Lost,,2005-06-21
1999-02-22,Black & Tan,Germ Shep,F/S,Matched,Whisper,2005-06-21
1999-02-23,Black & Tan,Rottweiler,M,Found,,2005-06-21
1999-02-23,Rust & Brown,Golden Retriever,M,Matched,Chewy,2005-06-21
1999-02-24,Black,Black Lab,M,Found,,2005-06-21
1999-02-24,Rust,Ridgeback,F,Matched,Lucy Luhinder,2005-06-21
1999-02-24,Black & Tan,German Sheperd,M,Found,,2005-06-21
1999-02-25,Black,Lab - puppy,M,Matched,,2005-06-21
1999-02-24,Brown,Rott X,M,Lost,Wagger,2005-06-21
1999-02-24,Brown,Rott X,M,Lost,Chops,2005-06-21
1999-02-25,Black & Brown,Lab X,M,Matched,,2005-06-21
1999-02-25,Black & White,Border Collie,M,Lost,Odon,2005-06-21
1999-02-26,Black & White,Terrier X,F/S,Lost,Cara,2005-06-21
1999-02-25,Red & White,Siberian Husky,M,Found,,2005-06-21
1999-02-26,Black & Tan,Rotty X Shep,F/S,Lost,Shylo,2005-06-21
1999-02-27,Black & Tan,Rott,M/N,Matched,,2005-06-21
1999-02-27,Black,Pitbull,M/N,Matched,,2005-06-21
1999-02-27,Salt & Pepper,J.R. Terrier,F/S,Lost,Rosie,2005-06-21
1999-02-27,Red,Doby,F/S,Matched,Duby,2005-06-21
1999-03-02,White,Boxer,M,Lost,Bruno,2005-06-21
1999-03-03,Black & Tan,Daschund X Terr,M,Lost,,2005-06-21
1999-02-26,Black & Tan,Rottweiler,F/S,Lost,Cody,2005-06-21
1999-03-03,Brown & White,Bulldog,M,Lost,Popeye,2005-06-21
1999-03-03,White & Blk & Brown,Bulldog,F,Lost,Georgia,2005-06-21
1999-03-03,Brown,Terrier X,F,Found,Fanny,2005-06-21
1999-03-03,Black & White & Brown,Siberian Husky,M/N,Matched,Miko,2005-06-21
1999-03-03,Yellow,Pit X Lab,F/S,Lost,Mango,2005-06-21
1999-03-03,Cream & Black,Husky X,M,Lost,Dustin,2005-06-21
1999-03-04,White,Shih Tzu,F,Lost,,2005-06-21
1999-03-04,White & Tan,Spaniel X,F,Found,,2005-06-21
1999-03-04,Black,Labrador,M/N,Lost,,2005-06-21
1999-03-05,Brown & Black,Sheperd X Doberman,F/S,Lost,Tara,2005-06-21
1999-03-05,Black,Sheperd X Lab,F/S,Lost,Rew,2005-06-21
1999-03-05,Blonde,Cocker Spaniel,F,Found,,2005-06-21
1999-03-05,Black & Brown,Rottweiler,M,Lost,Ravage,2005-06-21
1999-03-05,White,Lhasa X Poo,F/S,Lost,Velvet,2005-06-21
1999-03-05,Blonde,American Cocker,F/S,Lost,Mise',2005-06-21
1999-03-06,Black,Lab,M,Matched,Louie,2005-06-21
1999-03-06,Chocolate,Pitbull,F/S,Lost,Tara,2005-06-21
1999-03-06,White,American Eskimo,M/N,Found,,2005-06-21
1999-03-06,Golden,Lab (pup),M,Matched,,2005-06-21
1999-03-08,Black,Lab,M/N,Lost,,2005-06-21
1999-03-09,Black & White,Lab X Border Collie,F,Lost,Cala,2005-06-21
1999-03-09,Golden,Golden Retreiver,M,Lost,Ben,2005-06-21
1999-03-10,Brown,Red - Nose Pitbull,M,Lost,Ruckess,2005-06-21
1999-03-10,Black & Tan,Rott X,M,Lost,Max,2005-06-21
1999-03-10,Tan,Lab X Pit,M/N,Found,Bull on collar,2005-06-21
1999-03-11,Black & White,Rott X Shep,F,Lost,Cannabis,2005-06-21
1999-03-13,Black & White,Border Collie,M/N,Matched,Oreo,2005-06-21
1999-03-13,White,Bichon Frise,M,Lost,Teddy,2005-06-21
1999-03-14,Tri,Beagle X Border Collie,M/N,Lost,Jim,2005-06-21
1999-03-15,Black & Tan,Cairn Terrier,M/N,Matched,Hudson,2005-06-21
1999-03-15,Black & White chest,Lab  X,F,Matched,,2005-06-21
1999-03-15,White,Dog,M,Found,,2005-06-21
1999-03-15,Blonde  & Black & White,Cairn Terr.,M,Matched,,2005-06-21
1999-03-16,White,Bichon X Maltese,F/S,Matched,Koukla,2005-06-21
1999-03-16,Tan & White,Chi X,M,Found,,2005-06-21
1999-03-17,White & Gold,Shih Tzu,M,Found,,2005-06-21
1999-03-18,Red,Pitbull,M,Lost,Rukus,2005-06-21
1999-03-18,Black &  White Spot on chest,Pitbull,M,Lost,Bruno,2005-06-21
1999-03-18,Black & White,Border Collie,F/S,Found,Trixie,2005-06-21
1999-03-19,Black & Tan,Rottweiler,M/N,Lost,King,2005-06-21
1999-03-19,Black & Tan,P B Shep,M,Lost,Chupkin,2005-06-21
1999-03-19,Golden & Orange,Chow X,M/N,Lost,,2005-06-21
1999-03-20,Black & White,Dalmation,M,Matched,Perry,2005-06-21
1999-03-20,Black,Shep X Lab,M,Found,,2005-06-21
1999-03-20,Black & Tan,Shep,M,Lost,Chubkin,2005-06-21
1999-03-20,Grey,Weimareiner,M,Lost,Galahad,2005-06-21
1999-03-20,Black & Grey,Norweign Elkhound,F/S,Matched,Tessa,2005-06-21
1999-03-21,Brownish Black,Pit X  Greyhound,F,Lost,Sophie,2005-06-21
1999-03-21,Gold & White,Sheltie,M/N,Lost,Tim,2005-06-21
1999-03-21,White,Maltese,M,Lost,Fluffy,2005-06-21
1999-03-20,White,Maltipoo,M,Matched,,2005-06-21
1999-03-22,Brown with Grey white tail,Australian Blue Heeler,F,Lost,Roxy,2005-06-21
1999-03-22,Orange,Pomeranian,M,Lost,Ruby,2005-06-21
1999-03-23,Black & White some brown,Sheltie X,M/N,Lost,Brew,2005-06-21
1999-03-23,Rust,Chow,M,Lost,Chewy,2005-06-21
1999-03-23,White & Brown patch over eye,Terrier X,M/N,Lost,Simba,2005-06-21
1999-03-24,Black & Brown,Manchester Terrier,M/N,Lost,Huggy,2005-06-21
1999-03-24,Black & White,Husky,M/N,Lost,Yukon,2005-06-21
1999-03-24,Black & Tan & White,Malamute X Shep,M,Matched,,2005-06-21
1999-03-25,Black,Cocker Spaniel,M/N,Lost,Faul,2005-06-21
1999-03-24,Red,Husky X Chesapeke,F/S,Lost,Wosco,2005-06-21
1999-03-27,Gold,Golden Retriever,F,Lost,,2005-06-21
1999-03-27,Black & White Spots,Dalmation,F/S,Lost,,2005-06-21
1999-03-28,Black,Lab X Pointer,F/S,Matched,Lady,2005-06-21
1999-03-28,Black & Tan,Shep X,F,Found,,2005-06-21
1999-03-28,Golden,Golden Retreiver,F/S,Lost,Sasha,2005-06-21
1999-03-29,Black & White,Husky,F/S,Matched,Glacier,2005-06-21
1999-03-29,White,Maltese,M/N,Lost,Indian,2005-06-21
1999-03-29,Brindle,Shih Tsu,M,Lost,Mistro,2005-06-21
1999-03-30,White,Maltipoo,F,Matched,Trixie,2005-06-21
1999-03-30,Brindle,Shih Tsu,M,Lost,,2005-06-21
1999-03-26,Black & Tan,Shep X,F/S,Lost,Karen,2005-06-21
1999-03-28,White,Bichon Frise,F/S,Lost,Lady,2005-06-21
1999-04-01,Yellow,Lab,F,Matched,Keily,2005-06-21
1999-04-01,Black & White,Border Collie,F/S,Lost,Katie,2005-06-21
1999-04-01,Yellow,Lab X,M,Found,,2005-06-21
1999-03-25,White,Husky X,F,Found,,2005-06-21
1999-04-02,Golden,Lab,F,Lost,Shadow,2005-06-21
1999-04-03,Black & Brown,Mini-Yorkie,M/N,Lost,,2005-06-21
1999-04-04,Chocolate,Lab,M,Found,,2005-06-21
1999-04-04,Black & Tan,Terrier X,F,Found,,2005-06-21
1999-04-09,Black,Border Collie X Lab,F/S,Lost,Madeline,2005-06-21
1999-04-09,Salt & Pepper,Cairn Terrier,M/N,Matched,Watson,2005-06-21
1999-04-09,White,Maltese,M/N,Lost,Pat,2005-06-21
1999-04-10,Black & White,Maltipoo,M,Lost,Barney,2005-06-21
1999-04-10,Two Black Dogs,Lab X Collie X Beagle,M,Found,Coco and Wayne,2005-06-21
1999-04-10,Black & Grey,Terr X Lab,M,Found,,2005-06-21
1999-04-11,Black,Collie,F,Lost,Sheka,2005-06-21
1999-04-11,Biege,Poodle,M,Lost,Sparky,2005-06-21
1999-04-12,Tan & White,Terr X Lab,F/S,Matched,Amber,2005-06-21
1999-04-13,Black & Tan,Sheperd,F/S,Matched,Fuji,2005-06-21
1999-04-13,Black,Rott X Shep X Lab,M,Lost,,2005-06-21
1999-04-13,Black & Gold,Yellow Lab X Bord Collie,M/N,Lost,Buster,2005-06-21
1999-04-13,Black & White,Japanese Terrier X,F/S,Matched,Henny,2005-06-21
1999-04-13,Black & Tan,Shep X Rott,F,Lost,Sheba,2005-06-21
1999-04-13,Cream,Shepherd  X,F,Found,,2005-06-21
1999-04-13,Black & White,Border Collie Lab X,M/N,Matched,Dudley,2005-06-21
1999-04-14,Brown & White,Boxer,F/S,Lost,,2005-06-21
1999-04-14,Brown & White,J.R. Terrier,M,Found,Kaspar,2005-06-21
1999-04-15,Brown,Poodle (small),M/N,Lost,Brownie,2005-06-21
1999-04-15,Black & Tan,Pomeranian,M,Lost,Mickey,2005-06-21
1999-04-16,Cinnamon,Shiba Inu,F/S,Lost,Nishka,2005-06-21
1999-04-16,Reddish,Spaniel X,M,Found,,2005-06-21
1999-04-16,Brown & Grey & White,Sheltie,M,Found,,2005-06-21
1999-04-17,Grey,Elkhound  X,M,Matched,Bear (aka fozzie),2005-06-21
1999-04-17,Black & Tan,"Shep  X  (small, curly tail)",M,Lost,Max,2005-06-21
1999-04-17,Black,Chow,M,Lost,,2005-06-21
1999-04-17,Black & Tan,Shepherd (pup),M,Found,,2005-06-21
1999-04-18,White,Malti (25 lbs),F,Lost,Ginger,2005-06-21
1999-04-21,Golden Red,Retreiver,F/S,Lost,Molly,2005-06-21
1999-04-21,Brindle,Boxer,F,Found,,2005-06-21
1999-04-20,White & Brown,Lhaso Apso,M,Lost,Patch,2005-06-21
1999-04-22,Black & Tan,Shep X Rott,M/N,Lost,,2005-06-21
1999-04-23,Beige  & Black,Pug,M,Matched,,2005-06-21
1999-04-23,Grey & Brown,Shep X Wolf,M/N,Matched,Lucas,2005-06-21
1999-04-23,Black & Whtie,Peki  X Shih,M,Lost,Kujo,2005-06-21
1999-04-23,Black & Tan,Shep X,F/S,Found,,2005-06-21
1999-04-24,Black & Tan,Shep,M/N,Found,Dasher,2005-06-21
1999-04-24,Brown & Gold,Pomeranian,F,Lost,Hooler,2005-06-21
1999-04-24,Black & White,Pitbull  X,M,Lost,Clouseau,2005-06-21
1999-04-24,Black & Tan,Rott,F,Lost,Xena,2005-06-21
1999-04-24,Lite Brown,Pitbull,F/S,Matched,Shami,2005-06-21
1999-04-25,Brown & Black,Lab X Chesapeake,F,Lost,Jackie Madeleine,2005-06-21
1999-04-25,Black,Lab X Rott,M/N,Lost,K.C.,2005-06-21
1999-04-25,Fawn,Boxer,F/S,Lost,Sophie,2005-06-21
1999-04-25,Orange,Pom,M/N,Lost,Popeye,2005-06-21
1999-04-25,Brown & White,Keeshound,M,Matched,Caviar,2005-06-21
1999-04-25,Apricot,Poodle,M/N,Found,,2005-06-21
1999-04-26,White,Lhasa Apso,M/N,Matched,Sprinkle,2005-06-21
1999-04-26,White,Lhasa Apso,M/N,Matched,Lindo,2005-06-21
1999-04-26,Brindle,Pitbull,M,Found,,2005-06-21
1999-04-27,White & Tan,Lab X,F,Lost,Tasha,2005-06-21
1999-04-27,Black & Tan,Shep X,F,Found,,2005-06-21
1999-04-28,White & Apricot,Poodle,M,Lost,Bailey,2005-06-21
1999-04-28,Black & White,Siberian Husky,M/N,Lost,Bo,2005-06-21
1999-04-28,Black,Dog,M,Found,,2005-06-21
1999-04-29,Black & White,Border Collie,F,Matched,Mitzi,2005-06-21
1999-04-29,Orange,Toy Pomeranian,M/N,Lost,Manny,2005-06-21
1999-04-29,Black & White,Sheltie,M,Lost,Fullie,2005-06-21
1999-04-30,Brown,Chow (2 dogs same),M,Matched,,2005-06-21
1999-04-28,Black & Tan,Akita,M,Found,,2005-06-21
1999-04-30,Black & Tan,Rott,M,Matched,,2005-06-21
1999-04-30,Brown & White,Greyhound,M,Matched,,2005-06-21
1999-04-30,Black & White,Dalmation,M,Found,,2005-06-21
1999-04-30,White & Grey & Tan,Husky X Shep,M/N,Lost,Moses,2005-06-21
1999-05-02,Black & Tan,Corgi X Shep X Bassett,M,Matched,,2005-06-21
1999-05-02,Rusty Red,Irish Terrier,M/N,Lost,Rusty,2005-06-21
1999-05-02,Black & White chest,Labx,M/N,Found,,2005-06-21
1999-05-03,Black,Lab X,F/S,Lost,Jay,2005-06-21
1999-05-03,Gold,Golden Retreiver,M/N,Lost,Rupert,2005-06-21
1999-05-03,Golden,Golden Retreiver,M/N,Lost,,2005-06-21
1999-05-04,White & Black spots,Dalmation,M/N,Matched,,2005-06-21
1999-05-04,Gold,Rhodesian Ridgeback,M,Matched,Agano,2005-06-21
1999-05-04,Red & Brown,Doberman X,M,Lost,Cypress,2005-06-21
1999-05-05,Black & Tan & White,Husky X,M/N,Lost,Winter,2005-06-21
1999-05-05,Black,Lab X,F,Matched,,2005-06-21
1999-05-05,Black & Tan,Shep X Husky,M/N,Lost,Homer,2005-06-21
1999-05-07,Silver & White,Silver Fox Sheltie,M/N,Matched,Chimo,2005-06-21
1999-05-07,Brown & White Brindle,Boxer,M,Lost,Coda,2005-06-21
1999-05-07,Tan & White,Chi X Poodle,M,Matched,Shadow,2005-06-21
1999-05-08,Red Brindle,Boxer,M,Matched,Tarzan,2005-06-21
1999-05-08,Black & Tan,Shep X Rott,M,Lost,Dash,2005-06-21
