,Date,Color,Breed,Purebred,CKC Class,dog_breed_type,Sex,State,pet_name,DateCreated,is_dog,sex_simple,date_created
9506,2012-08-12,White,Maltipoo,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Duggy,2012-08-13,True,m,2012-08-13 00:00:00
9507,2012-08-10,White/Grey,Cockatiel,Cockatiel,,,M,Lost,Angel,2012-08-13,False,m,2012-08-13 00:00:00
9508,2012-08-13,Black,DSH,DSH Cat,,,F/S,Lost,Vader,2012-08-13,False,f,2012-08-13 00:00:00
9509,2012-08-07,White/Grey,Tabby,Tabby Cat,,,M/N,Lost,Newton,2012-08-13,False,m,2012-08-13 00:00:00
9510,2012-08-13,Black/Brown,Chihuahua,Chihuahua,Toy Dog,toy,F/S,Lost,Tessa,2012-08-13,True,f,2012-08-13 00:00:00
9511,2012-08-13,Grey,Cockatiel,Cockatiel,,,M,Lost,Peekaboo,2012-08-14,False,m,2012-08-14 00:00:00
9512,2012-08-14,White,Jack Russell Terrier,Jack Russell Terrier,Terrier,terrier,F/S,Matched,Molly,2012-08-14,True,f,2012-08-14 00:00:00
9513,2012-08-14,Black,Brussels Griffon,Brussels Griffon,Sporting Dog,sporting,M/N,Lost,Mick,2012-08-14,True,m,2012-08-14 00:00:00
9514,2012-08-08,Black,DSH,DSH Cat,,,M/N,Lost,Firetuck,2012-08-14,False,m,2012-08-14 00:00:00
9515,2012-08-09,Black/White,DSH,DSH Cat,,,F/S,Lost,Spooky,2012-08-14,False,f,2012-08-14 00:00:00
9516,2012-08-11,White/Grey,DSH,DSH Cat,,,M/N,Lost,Smokey,2012-08-14,False,m,2012-08-14 00:00:00
9517,2012-07-31,Other,Lovebird,Lovebird,,,M,Lost,Pete,2012-08-14,False,m,2012-08-14 00:00:00
9518,2012-05-04,White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,F,Lost,Kulka,2012-08-15,True,f,2012-08-15 00:00:00
9519,2012-08-10,Black,DSH,DSH Cat,,,F/S,Lost,Vader,2012-08-15,False,f,2012-08-15 00:00:00
9520,2012-08-15,Black/Brown,Yorkshire Terrior,Yorkshire Terrier,Toy Dog,toy,F/S,Lost,Kacy,2012-08-16,True,f,2012-08-16 00:00:00
9521,2012-08-12,Black,DLH,DLH Cat,,,F/S,Lost,Molly,2012-08-16,False,f,2012-08-16 00:00:00
9522,2012-08-16,Black/Brown,Sharpei X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Rue,2012-08-16,True,f,2012-08-16 00:00:00
9523,2012-08-18,Black,Airdale Terrier,Airedale Terrier,Terrier,terrier,M/N,Matched,Harry,2012-08-18,True,m,2012-08-18 00:00:00
9524,2012-08-18,White,Scottie X Poodle,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Bella,2012-08-18,True,f,2012-08-18 00:00:00
9525,2012-08-08,Other,Corgie Chihuahua,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,Kit Kat,2012-08-19,True,f,2012-08-19 00:00:00
9526,2012-07-09,White,Chihuahua,Chihuahua,Toy Dog,toy,M,Lost,Flea,2012-08-19,True,m,2012-08-19 00:00:00
9527,2012-08-19,White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M,Lost,Fluffy,2012-08-19,True,m,2012-08-19 00:00:00
9528,2012-08-16,Other,Pitbull,Pitbull,Terrier,terrier,F,Lost,Belle,2012-08-19,True,f,2012-08-19 00:00:00
9529,2012-08-19,Black,Shepard X Retriever,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Tag,2012-08-19,True,m,2012-08-19 00:00:00
9530,2012-08-20,Black/White/Grey,Cockatiel,Cockatiel,,,,Lost,Holly,2012-08-20,False,x,2012-08-20 00:00:00
9531,2012-08-21,Grey,Schnauzer,Schnauzer,Working Dog,working,M,Matched,Kaka,2012-08-21,True,m,2012-08-21 00:00:00
9532,2012-08-21,White,American Bulldog Cross,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,Lamont,2012-08-21,True,m,2012-08-21 00:00:00
9533,2012-08-22,White/Grey,Pitbull,Pitbull,Terrier,terrier,F,Matched,Simone,2012-08-22,True,f,2012-08-22 00:00:00
9534,2012-08-22,Other,Retriever/Greyhound X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Tyson,2012-08-22,True,m,2012-08-22 00:00:00
9535,2012-07-17,White,Budgie,Budgie,,,X,Lost,Apollo,2012-08-22,False,x,2012-08-22 00:00:00
9536,2012-08-20,Other,DSH,DSH Cat,,,F,Lost,Gemini,2012-08-22,False,f,2012-08-22 00:00:00
9537,2012-08-19,White,Pomeranian,Pomeranian,Toy Dog,toy,F/S,Lost,Yuki,2012-08-22,True,f,2012-08-22 00:00:00
9538,2012-08-15,Black/Brown/Grey,DSH,DSH Cat,,,M/N,Lost,Mookie,2012-08-22,False,m,2012-08-22 00:00:00
9539,2012-08-22,Black/White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M/N,Matched,Toby,2012-08-22,True,m,2012-08-22 00:00:00
9540,2012-08-22,Black/White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M,Matched,Toby,2012-08-22,True,m,2012-08-22 00:00:00
9541,2012-08-20,Other,Pom,Pomeranian,Toy Dog,toy,F,Matched,Yuki,2012-08-22,True,f,2012-08-22 00:00:00
9542,2012-08-14,Other,DSH,DSH Cat,,,F/S,Lost,Isabella,2012-08-23,False,f,2012-08-23 00:00:00
9543,2012-08-23,White,DMH,DMH Cat,,,F/S,Lost,Paloma,2012-08-24,False,f,2012-08-24 00:00:00
9544,2012-08-24,Grey,Mottle Siamese X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Zuzu,2012-08-24,True,f,2012-08-24 00:00:00
9545,2012-08-15,White,German Sheperd,German Shepherd Dog,Herding Dog,herding,M,Lost,Jack,2012-08-24,True,m,2012-08-24 00:00:00
9546,2012-08-22,Other,DSH,DSH Cat,,,M/N,Lost,Sandy,2012-08-24,False,m,2012-08-24 00:00:00
9547,2012-08-22,White/Brown,DSH,DSH Cat,,,M/N,Lost,Simba,2012-08-24,False,m,2012-08-24 00:00:00
9548,2012-08-23,Black,DSH,DSH Cat,,,F/S,Lost,Alle,2012-08-25,False,f,2012-08-25 00:00:00
9549,2012-08-24,Grey,Tabby short hair,Tabby Cat,,,F,Lost,,2012-08-26,False,f,2012-08-26 00:00:00
9550,2012-08-22,Black/White,DSH,DSH Cat,,,M/N,Lost,Charlie,2012-08-26,False,m,2012-08-26 00:00:00
9551,2012-08-27,Other,Pitbull,Pitbull,Terrier,terrier,F/S,Matched,Sammy,2012-08-27,True,f,2012-08-27 00:00:00
9552,2012-08-28,Other,Persian,Persian,,,M/N,Lost,Moufasa,2012-08-28,False,m,2012-08-28 00:00:00
9553,2012-08-24,Black/White,DMH,DMH Cat,,,M/N,Matched,Wonka,2012-08-28,False,m,2012-08-28 00:00:00
9554,2012-08-29,Grey,DMH,DMH Cat,,,M/N,Lost,Jaden,2012-08-29,False,m,2012-08-29 00:00:00
9555,2012-08-27,Other,DSH,DSH Cat,,,M/N,Matched,Quartez,2012-08-30,False,m,2012-08-30 00:00:00
9556,2012-08-28,Black/White,DSH,DSH Cat,,,F/S,Lost,Snoofy,2012-08-30,False,f,2012-08-30 00:00:00
9557,2012-08-30,White/Grey,DLH,DLH Cat,,,F/S,Lost,Liquor,2012-08-30,False,f,2012-08-30 00:00:00
9558,2012-08-30,Black/White,Alaskan Husky,Husky,Working Dog,working,M/N,Lost,Quest,2012-08-30,True,m,2012-08-30 00:00:00
9559,2012-08-30,Other,Shiba Inu,Shiba Inu,Non-Sporting Dog,nonsporting,F,Lost,Niko,2012-08-30,True,f,2012-08-30 00:00:00
9560,2012-08-28,Other,DMH,DMH Cat,,,M/N,Lost,Buma,2012-08-31,False,m,2012-08-31 00:00:00
9561,2012-08-30,Other,DLH,DLH Cat,,,F,Lost,Goldie,2012-08-31,False,f,2012-08-31 00:00:00
9562,2012-08-31,Black/White,Shih Tzu X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Loki,2012-08-31,True,m,2012-08-31 00:00:00
9563,2012-08-31,White/Brown,Basset Hound,Basset Hound,Hound,hound,F/S,Matched,Kirra,2012-09-01,True,f,2012-09-01 00:00:00
9564,2012-08-31,Black/White,Staffie Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,Daisey,2012-09-01,True,f,2012-09-01 00:00:00
9565,2012-09-01,Other,DSH,DSH Cat,,,M/N,Lost,Rodeo,2012-09-02,False,m,2012-09-02 00:00:00
9566,2012-09-02,Other,Shiba Inu,Shiba Inu,Non-Sporting Dog,nonsporting,F,Lost,Mikko,2012-09-02,True,f,2012-09-02 00:00:00
9567,2012-09-03,Other,Shitzu,Shih Tzu,Non-Sporting Dog,nonsporting,X,Lost,Heddy,2012-09-03,True,x,2012-09-03 00:00:00
9568,2012-09-03,Brown,Unknown but small dog,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Teddy,2012-09-03,True,m,2012-09-03 00:00:00
9569,2012-09-03,Black/White,Mixed,Mixed,Dog Crossbreed,crossbreed,F,Lost,Maddie,2012-09-03,True,f,2012-09-03 00:00:00
9570,2012-08-29,White,DSH,DSH Cat,,,M/N,Lost,Elliot,2012-09-04,False,m,2012-09-04 00:00:00
9571,2012-09-03,Black/White/Grey,Yorkie,Yorkshire Terrier,Toy Dog,toy,M,Lost,Romeo,2012-09-04,True,m,2012-09-04 00:00:00
9572,2012-08-28,Other,DSH,DSH Cat,,,F,Lost,Kitty,2012-09-04,False,f,2012-09-04 00:00:00
9573,2012-09-04,Black/Brown,French Bulldog,French Bulldog,Non-Sporting Dog,nonsporting,M,Lost,Rocky,2012-09-04,True,m,2012-09-04 00:00:00
9574,2012-09-04,Black,DSH,DSH Cat,,,F/S,Lost,Ella,2012-09-04,False,f,2012-09-04 00:00:00
9575,2012-09-05,Black,DMH Cat,DMH Cat,,,M/N,Lost,Squid,2012-09-05,False,m,2012-09-05 00:00:00
9576,2012-09-05,Black,Silky Terrier,Silkie Terrier,Toy Dog,toy,F/S,Lost,Lily,2012-09-05,True,f,2012-09-05 00:00:00
9577,2012-09-04,Other,Pomeranian X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Unknown,2012-09-05,True,f,2012-09-05 00:00:00
9578,2012-09-06,Black/White,Boston Terrier,Boston Terrier,Non-Sporting Dog,nonsporting,M/N,Lost,Garick,2012-09-06,True,m,2012-09-06 00:00:00
9579,2012-09-06,White/Brown,Chihuahua,Chihuahua,Toy Dog,toy,M/N,Matched,Slinky,2012-09-06,True,m,2012-09-06 00:00:00
9580,2012-08-29,Black/White,DSH,DSH Cat,,,M/N,Lost,Pix,2012-09-08,False,m,2012-09-08 00:00:00
9581,2012-09-08,Brown,Chihuahua X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Billy,2012-09-08,True,m,2012-09-08 00:00:00
9582,2012-09-08,Other,Chihuahua,Chihuahua,Toy Dog,toy,F/S,Lost,Millie,2012-09-09,True,f,2012-09-09 00:00:00
9583,2012-09-09,White/Brown,Lhasa Apso X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Maddie,2012-09-09,True,f,2012-09-09 00:00:00
9584,2012-09-09,White,Min Poodle,Miniature Poodle,Non-Sporting Dog,nonsporting,X,Lost,Baybay,2012-09-10,True,x,2012-09-10 00:00:00
9585,2012-09-10,White/Grey,DSH Cat (Kitten),DSH Cat,,,F,Lost,Pippy,2012-09-10,False,f,2012-09-10 00:00:00
9586,2012-08-30,Grey,DSH Cat,DSH Cat,,,M/N,Lost,Vero,2012-09-11,False,m,2012-09-11 00:00:00
9587,2012-09-11,Black/White,Poodle X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Shadow,2012-09-11,True,m,2012-09-11 00:00:00
9588,2012-09-05,Black,DSH,DSH Cat,,,F/S,Lost,Lola,2012-09-11,False,f,2012-09-11 00:00:00
9589,2012-09-10,Black,Chihuahua X Yorkie,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Baby Girl,2012-09-11,True,f,2012-09-11 00:00:00
9590,2012-09-11,Grey,DSH Cat,DSH Cat,,,M/N,Lost,Grady,2012-09-11,False,m,2012-09-11 00:00:00
9591,2012-09-12,White/Brown,DSH,DSH Cat,,,M/N,Lost,Max,2012-09-12,False,m,2012-09-12 00:00:00
9592,2012-09-10,Grey,DLH,DLH Cat,,,F/S,Matched,Cleo,2012-09-12,False,f,2012-09-12 00:00:00
9593,2012-09-12,Black/White,Small Dog,Small Dog,Dog Crossbreed,crossbreed,F/S,Matched,Bahkti,2012-09-12,True,f,2012-09-12 00:00:00
9594,2012-09-13,Other,Parrot - Mustache Parrot,Parrot - Mustache Parrot,,,M,Lost,,2012-09-13,False,m,2012-09-13 00:00:00
9595,2012-09-13,White,Pomeranian X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Demi,2012-09-13,True,f,2012-09-13 00:00:00
9596,2012-09-13,Other,Wheaton Terrier - soft coat,Wheaton Terrier,Terrier,terrier,M/N,Lost,Winston,2012-09-13,True,m,2012-09-13 00:00:00
9597,2012-09-09,Black,DSH,DSH Cat,,,F/S,Lost,Chumley,2012-09-14,False,f,2012-09-14 00:00:00
9598,2012-09-14,White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M/N,Lost,Buksy,2012-09-14,True,m,2012-09-14 00:00:00
9599,2012-09-05,White/Grey,DSH,DSH Cat,,,F/S,Lost,Cat,2012-09-15,False,f,2012-09-15 00:00:00
9600,2012-09-13,White/Grey,DSH,DSH Cat,,,F,Lost,Kitty,2012-09-15,False,f,2012-09-15 00:00:00
9601,2012-09-16,Other,Boxer,Boxer,Working Dog,working,F,Lost,Coco,2012-09-16,True,f,2012-09-16 00:00:00
9602,2012-09-16,Brown,Morkie,Morkie,Dog Crossbreed,crossbreed,M,Lost,Caesar,2012-09-16,True,m,2012-09-16 00:00:00
9603,2012-09-17,Grey,Lab,Labrador Retriever,Sporting Dog,sporting,F,Lost,Bella,2012-09-17,True,f,2012-09-17 00:00:00
9604,2012-09-17,Black/Brown/Grey,Shepherd/Wolf,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Bandit,2012-09-17,True,m,2012-09-17 00:00:00
9605,2012-08-10,Grey,DSH,DSH Cat,,,M/N,Lost,Gustav,2012-09-17,False,m,2012-09-17 00:00:00
9606,2012-08-25,Black/White,DMH,DMH Cat,,,F/S,Lost,Sevie,2012-09-18,False,f,2012-09-18 00:00:00
9607,2012-09-19,Brown,large Pekingese,large Pekingese,Toy Dog,toy,M,Lost,Goku,2012-09-19,True,m,2012-09-19 00:00:00
9608,2012-09-17,Black/White,DSH Cat,DSH Cat,,,M/N,Lost,Jorge (Horhay),2012-09-19,False,m,2012-09-19 00:00:00
9609,2012-09-20,White/Brown,Mixed,Mixed,Dog Crossbreed,crossbreed,F/S,Lost,Sophie,2012-09-20,True,f,2012-09-20 00:00:00
9610,2012-09-21,Other,Lab,Labrador Retriever,Sporting Dog,sporting,F/S,Matched,Latte,2012-09-21,True,f,2012-09-21 00:00:00
9611,2012-09-16,Brown,LH Persian/Siamese Cat,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Ginny,2012-09-21,True,f,2012-09-21 00:00:00
9612,2012-09-22,White,Chihuahua/Poodle X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Penny,2012-09-22,True,f,2012-09-22 00:00:00
9613,2012-09-19,Black/White,DSH,DSH Cat,,,M/N,Lost,Two-t,2012-09-22,False,m,2012-09-22 00:00:00
9614,2012-09-22,Black,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Sheabah,2012-09-23,True,f,2012-09-23 00:00:00
9615,2012-09-20,White/Grey,DSH,DSH Cat,,,M,Lost,Leonard,2012-09-24,False,m,2012-09-24 00:00:00
9616,2012-09-24,Black/White,Poodle X Yorkie,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,M.J,2012-09-24,True,f,2012-09-24 00:00:00
9617,2012-09-24,White,Jack Russell Terrier,Jack Russell Terrier,Terrier,terrier,M,Matched,Rolo,2012-09-24,True,m,2012-09-24 00:00:00
9618,2012-09-24,Grey,DSH Cat,DSH Cat,,,M/N,Lost,Chester,2012-09-24,False,m,2012-09-24 00:00:00
9619,2012-09-25,White,Great Pyrenees (11 mths old),Great Pyrenees (11 mths old),Working Dog,working,X,Lost,Piddlebum,2012-09-25,True,x,2012-09-25 00:00:00
9620,2012-09-22,Black/White/Brown,DLH Cat,DLH Cat,,,F,Lost,Juniper,2012-09-25,False,f,2012-09-25 00:00:00
9621,2012-09-21,White/Brown,Seal Point Siamese (senior),Siamese Cat,,,M/N,Lost,Mystery,2012-09-25,False,m,2012-09-25 00:00:00
9622,2012-09-25,Black/White,Shih Tzu (Senior),Shih Tzu,Non-Sporting Dog,nonsporting,F/S,Matched,Treena,2012-09-25,True,f,2012-09-25 00:00:00
9623,2012-09-25,Other,Blue Point Himalayan,Himalayan Cat,,,M/N,Lost,Aslan,2012-09-25,False,m,2012-09-25 00:00:00
9624,2012-09-23,Black/Grey,DSH,DSH Cat,,,F/S,Lost,Tia,2012-09-26,False,f,2012-09-26 00:00:00
9625,2012-09-27,Black/Brown,German Shepherd,German Shepherd Dog,Herding Dog,herding,F/S,Lost,Miya,2012-09-26,True,f,2012-09-26 00:00:00
9626,2012-09-26,White,Pitbull,Pitbull,Terrier,terrier,F/S,Lost,Coca,2012-09-26,True,f,2012-09-26 00:00:00
9627,2012-09-12,White,DSH Cat,DSH Cat,,,F/S,Lost,Kitty,2012-09-26,False,f,2012-09-26 00:00:00
9628,2012-09-26,Black,Shepherd/Corgi X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Luke,2012-09-27,True,m,2012-09-27 00:00:00
9629,2012-09-25,White,German Spitz X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Baby,2012-09-27,True,f,2012-09-27 00:00:00
9630,2012-09-26,White/Brown,Toy German Spitz,Toy German Spitz,Toy Dog,toy,F,Lost,Bailey,2012-09-27,True,f,2012-09-27 00:00:00
9631,2012-09-23,Other,DSH,DSH Cat,,,F/S,Matched,Thelma,2012-09-27,False,f,2012-09-27 00:00:00
9632,2012-09-27,Black/White,Dalmation/Bord Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Zazu,2012-09-27,True,f,2012-09-27 00:00:00
9633,2012-09-27,Other,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Jimmy,2012-09-27,True,f,2012-09-27 00:00:00
9634,2012-09-27,Other,Pom X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Tucker,2012-09-27,True,m,2012-09-27 00:00:00
9635,2012-09-20,White,DMH,DMH Cat,,,F/S,Lost,Lelu,2012-09-28,False,f,2012-09-28 00:00:00
9636,2012-09-27,Black,DSH,DSH Cat,,,M/N,Lost,Joey,2012-09-28,False,m,2012-09-28 00:00:00
9637,2012-09-28,Brown,Labrador,Labrador Retriever,Sporting Dog,sporting,M,Matched,Roscoe,2012-09-29,True,m,2012-09-29 00:00:00
9638,2012-09-28,Brown,Labrador,Labrador Retriever,Sporting Dog,sporting,X,Matched,,2012-09-29,True,x,2012-09-29 00:00:00
9639,2012-09-28,Black/White,Shih Tzu X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Kiwi,2012-09-29,True,f,2012-09-29 00:00:00
9640,2012-09-28,White/Grey,Shih Tzu X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Bue,2012-09-30,True,m,2012-09-30 00:00:00
9641,2012-09-28,Other,Boxer Cross,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Odie,2012-09-30,True,f,2012-09-30 00:00:00
9642,2012-09-28,White/Grey,Shih Tzu X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Bui,2012-10-01,True,m,2012-10-01 00:00:00
9643,2012-09-28,Other,DSH,DSH Cat,,,F/S,Lost,Ruby,2012-10-01,False,f,2012-10-01 00:00:00
9644,2012-10-01,White/Brown,Pekingnese X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,Angel,2012-10-01,True,f,2012-10-01 00:00:00
9645,2012-09-30,Black/White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,F,Lost,Abby,2012-10-01,True,f,2012-10-01 00:00:00
9646,2012-09-27,White/Grey,DSH,DSH Cat,,,M/N,Lost,Paco,2012-10-01,False,m,2012-10-01 00:00:00
9647,2012-10-01,White/Brown,Jack Russell X Boston Terrier,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Oglie,2012-10-01,True,f,2012-10-01 00:00:00
9648,2012-10-02,White,Terrier Chihuahua,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,Luck Luck,2012-10-02,True,m,2012-10-02 00:00:00
9649,2012-10-01,Brown,French Bulldog,French Bulldog,Non-Sporting Dog,nonsporting,F,Lost,Shalomar,2012-10-03,True,f,2012-10-03 00:00:00
9650,2012-10-03,Black/White,Dalmation X Border Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,,2012-10-04,True,f,2012-10-04 00:00:00
9651,2012-10-04,Black/White,DSH,DSH Cat,,,M/N,Lost,Seymour,2012-10-04,False,m,2012-10-04 00:00:00
9652,2012-10-04,Other,Pug,Pug,Toy Dog,toy,F,Lost,Puglet,2012-10-04,True,f,2012-10-04 00:00:00
9653,2012-10-05,White,American Eskimo,American Eskimo,Non-Sporting Dog,nonsporting,F,Lost,Lulu,2012-10-05,True,f,2012-10-05 00:00:00
9654,2012-10-05,Brown,Maltese X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Mocha,2012-10-05,True,m,2012-10-05 00:00:00
9655,2012-09-26,Brown/Grey,DSH,DSH Cat,,,F/S,Lost,Lucille,2012-10-05,False,f,2012-10-05 00:00:00
9656,2012-10-05,White,Samoyed,Samoyed,Working Dog,working,F,Lost,Lulu,2012-10-05,True,f,2012-10-05 00:00:00
9657,2012-10-05,Other,Pomeranian,Pomeranian,Toy Dog,toy,F/S,Matched,Ebi,2012-10-06,True,f,2012-10-06 00:00:00
9658,2012-10-06,Brown,Mini Poodle,Miniature Poodle,Non-Sporting Dog,nonsporting,M,Matched,Noodle,2012-10-06,True,m,2012-10-06 00:00:00
9659,2012-10-07,Brown,Yorkshire Terrier,Yorkshire Terrier,Toy Dog,toy,,Matched,Betty,2012-10-07,True,x,2012-10-07 00:00:00
9660,2012-09-13,Black/Grey,DSH,DSH Cat,,,M/N,Lost,Shamus,2012-10-09,False,m,2012-10-09 00:00:00
9661,2012-10-10,White,Icelandic Sheepdog,Icelandic Sheepdog,Herding Dog,herding,M/N,Matched,Odin,2012-10-10,True,m,2012-10-10 00:00:00
9662,2012-10-10,Other,Green Cheek Conure,Green Cheek Conure,,,X,Lost,Eunenio,2012-10-11,False,x,2012-10-11 00:00:00
9663,2012-10-11,White/Brown,Collie / Shiba Inu,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Splinter,2012-10-11,True,m,2012-10-11 00:00:00
9664,2012-10-11,White/Brown,Sheepdog X  Shiba (short legs),Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Splinter,2012-10-11,True,m,2012-10-11 00:00:00
9665,2012-10-09,Grey,DLH,DLH Cat,,,M/N,Lost,Benny,2012-10-11,False,m,2012-10-11 00:00:00
9666,2012-10-11,Brown,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,Zim,2012-10-11,True,m,2012-10-11 00:00:00
9667,2012-10-14,Black/Brown,Shepherd mix,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,Roxy,2012-10-14,True,f,2012-10-14 00:00:00
9668,2012-10-14,Grey,Pug,Pug,Toy Dog,toy,M/N,Lost,Pugsley,2012-10-14,True,m,2012-10-14 00:00:00
9669,2012-10-16,White/Grey,Sheepdog,Sheepdog,Herding Dog,herding,F/S,Matched,Amelia,2012-10-16,True,f,2012-10-16 00:00:00
9670,2012-10-17,Brown,Labrador,Labrador Retriever,Sporting Dog,sporting,F/S,Matched,Lou Lou,2012-10-17,True,f,2012-10-17 00:00:00
9671,2012-10-17,Brown,Terrier,Terrier,Terrier,terrier,M,Matched,?,2012-10-17,True,m,2012-10-17 00:00:00
9672,2012-10-17,Black,Terrier,Terrier,Terrier,terrier,F,Matched,?,2012-10-17,True,f,2012-10-17 00:00:00
9673,2012-10-17,White,DSH,DSH Cat,,,M/N,Lost,Darcy,2012-10-18,False,m,2012-10-18 00:00:00
9674,2012-10-18,Black,Rotty X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,Keira,2012-10-18,True,f,2012-10-18 00:00:00
9675,2012-09-15,Brown,Siamese,Siamese Cat,,,F/S,Lost,Didi,2012-10-18,False,f,2012-10-18 00:00:00
9676,2012-10-09,Brown,Zebra Finch,Zebra Finch,,,X,Lost,,2012-10-18,False,x,2012-10-18 00:00:00
9677,2012-10-20,Black/White,Beagle,Beagle,Hound,hound,F,Lost,Pasha,2012-10-20,True,f,2012-10-20 00:00:00
9678,2012-10-20,Grey,DSH,DSH Cat,,,F,Lost,Cleo,2012-10-20,False,f,2012-10-20 00:00:00
9679,2012-10-20,Other,Mutt,Dog Crossbreed,Dog Crossbreed,crossbreed,,Lost,Mayday,2012-10-20,True,x,2012-10-20 00:00:00
9680,2012-10-21,Black/Brown,Yorkie X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Rufus,2012-10-21,True,m,2012-10-21 00:00:00
9681,2012-10-21,Grey,Greyhound,Greyhound,Hound,hound,F/S,Matched,Ollie,2012-10-21,True,f,2012-10-21 00:00:00
9682,2012-10-20,Grey,DSH,DSH Cat,,,M/N,Lost,Milo,2012-10-23,False,m,2012-10-23 00:00:00
9683,2012-10-20,Brown,DSH,DSH Cat,,,M/N,Lost,Hunter,2012-10-23,False,m,2012-10-23 00:00:00
9684,2012-10-19,Grey,DLH,DLH Cat,,,M/N,Lost,Fritzy,2012-10-23,False,m,2012-10-23 00:00:00
9685,2012-10-19,Black/Brown/Grey,DLH Maine Coon Cat,Maine Coon Cat,,,M/N,Lost,Anakin,2012-10-23,False,m,2012-10-23 00:00:00
9686,2012-10-23,Black/White/Brown,Papillon,Papillon,Toy Dog,toy,M,Lost,Codi,2012-10-24,True,m,2012-10-24 00:00:00
9687,2012-10-24,Other,Min Schauzer,Miniature Schnauzer,Terrier,terrier,M,Matched,Pizza,2012-10-24,True,m,2012-10-24 00:00:00
9688,2012-10-14,White,DSH,DSH Cat,,,M,Lost,Happy,2012-10-24,False,m,2012-10-24 00:00:00
9689,2012-10-25,Other,Red Nose Pitbull,Red Nose Pitbull,Terrier,terrier,M,Lost,Ruckus,2012-10-25,True,m,2012-10-25 00:00:00
9690,2012-10-25,Other,Pitbull,Pitbull,Terrier,terrier,F,Matched,DJ,2012-10-26,True,f,2012-10-26 00:00:00
9691,2012-10-25,Brown,Chihuahua,Chihuahua,Toy Dog,toy,M,Lost,Yoda,2012-10-26,True,m,2012-10-26 00:00:00
9692,2012-10-27,Black/White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,F,Matched,Princess,2012-10-27,True,f,2012-10-27 00:00:00
9693,2012-10-28,Brown,Jack Russell Terrier,Jack Russell Terrier,Terrier,terrier,F,Found,Buster,2012-10-28,True,f,2012-10-28 00:00:00
